"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020611985.1"," ","LOC110050413",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001291.1",0.030269,"WD repeat-containing protein mio-like",36.61,1,33190,2655,3889,281,953,33
"XP_020624928.1"," ","LOC110062387",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001894.1",0.031187,"tyrosine-protein kinase Btk29A-like",37.91,1,100829,1107,2475,412,132,15
"XP_020612649.1"," ","LOC110051017",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001305.1",0.031508,"protein AKTIP homolog",36.97,1,12362,903,1879,174,802,9
"XP_020626171.1"," ","LOC110063516",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000218.1",0.034641,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like, transcript variant X2",40.28,2,14212,1548,2564,227,561,8
"XP_020624942.1"," ","LOC110062399",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001897.1",0.035293,"D-inositol 3-phosphate glycosyltransferase-like",40.87,1,9633,1389,1389,NA,NA,4
"XP_020624818.1"," ","LOC110062289",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001886.1",0.03614,"myosin-IIIb-like",39.91,1,22665,3105,3948,843,NA,29
"XP_020616335.1"," ","LOC110054295",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001433.1",0.037814,"rap1 GTPase-activating protein 1-like",38.01,1,10795,2343,4130,173,1441,16
"XP_020609224.1"," ","LOC110047822",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001132.1",0.038272,"transformation/transcription domain-associated protein-like",39.77,1,49203,11199,12313,NA,1114,105
"XP_020616737.1"," ","LOC110054723",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001449.1",0.040897,"nuclear RNA export factor 1-like, transcript variant X3",37.91,6,222895,1226,2510,76,1146,13
"XP_020601698.1"," ","LOC110040770",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000753.1",0.041009,"serine/threonine-protein kinase Chk2-like",39.21,1,6444,756,2090,NA,1334,7
"XP_020600890.1"," ","LOC110040043",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000516.1",0.041462,"skeletal aspartic acid-rich protein 2-like, transcript variant X1",38.92,2,6260,1182,1844,30,632,4
"XP_020606279.1"," ","LOC110045033",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000957.1",0.045043,"putative neutral sphingomyelinase, transcript variant X3",37.1,3,8567,1106,1475,108,238,6
"XP_020602804.1"," ","LOC110041816",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000803.1",0.045189,"5'-3' exoribonuclease 1-like",37.88,1,180244,2532,9784,4883,2369,23
"XP_020624168.1"," ","LOC110061657",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001841.1",0.046458,"RNA binding protein fox-1 homolog 3-like, transcript variant X1",35.61,2,15455,837,2785,815,1133,9
"XP_020626472.1"," ","LOC110063814",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000233.1",0.047803,"uncharacterized protein KIAA2013 homolog",40.2,1,13487,1197,2322,66,863,11
"XP_020623032.1"," ","LOC110060584",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001782.1",0.048013,"tyrosine-protein phosphatase non-receptor type 18-like",38.25,1,17817,1851,2698,658,189,14
"XP_020607592.1"," ","LOC110046244",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001054.1",0.053677,"glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1-like, transcript variant X1",36.4,2,17134,2056,3412,124,1231,24
"XP_020632927.1"," ","LOC110069725",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000500.1",0.057764,"ATP-dependent RNA helicase dbp2-like",39.07,1,23820,2079,2225,122,24,14
"XP_020626067.1"," ","LOC110063423",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000218.1",0.05845,"high osmolarity signaling protein SHO1-like",37.89,1,2012,558,891,318,15,3
"XP_020628924.1"," ","LOC110066065",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000349.1",0.059682,"uncharacterized LOC110066065",35.93,1,9281,1455,1918,283,180,4
"XP_020605679.1"," ","LOC110044468",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000948.1",0.059971,"trimeric intracellular cation channel type A-like",37.08,1,5559,792,1203,17,394,6
"XP_020606789.1"," ","LOC110045522",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000601.1",0.060819,"peroxisomal acyl-coenzyme A oxidase 1-like, transcript variant X1",39.63,3,25181,1464,1937,112,339,13
"XP_020605447.1"," ","LOC110044264",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000905.1",0.060949,"dnaJ homolog subfamily C member 13-like",39.03,1,5550,687,1293,191,415,10
"XP_020617152.1"," ","LOC110055113",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001487.1",0.060963,"uncharacterized LOC110055113, transcript variant X2",39.5,2,2481,676,1266,418,172,2
"XP_020602495.1"," ","LOC110041539",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000797.1",0.061685,"igLON family member 5-like, transcript variant X2",38.79,3,107643,1006,1798,533,240,5
"XP_020608234.1"," ","LOC110046859",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001096.1",0.062279,"ubiquitin carboxyl-terminal hydrolase 24-like",39.86,1,25554,2910,3402,492,NA,26
"XP_020616641.1"," ","LOC110054632",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001445.1",0.062316,"rho guanine nucleotide exchange factor 26-like, transcript variant X2",37.88,2,15784,4022,5328,405,849,23
"XP_020612098.1"," ","LOC110050512",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000007.1",0.062698,"DNA ligase 3-like, transcript variant X1",37.36,4,18786,2729,3126,108,274,26
"XP_020621874.1"," ","LOC110059519",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001705.1",0.063346,"lipoma-preferred partner homolog",37.72,1,5708,858,1356,110,388,8
"XP_020621721.1"," ","LOC110059368",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001699.1",0.064457,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like, transcript variant X2",39.8,2,40475,5886,6914,109,702,26
"XP_020627989.1"," ","LOC110065218",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000706.1",0.064855,"uncharacterized LOC110065218",42.11,1,27690,3435,3679,72,172,18
"XP_020602470.1"," ","LOC110041520",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000795.1",0.065327,"cryptochrome DASH-like",39.96,1,3646,1737,2898,93,1068,2
"XP_020626072.1"," ","LOC110063429",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000218.1",0.065594,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like",41.02,1,14791,1629,2812,720,463,7
"XP_020632595.1"," ","LOC110069409",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.071065,"uncharacterized LOC110069409",37.27,1,1827,321,637,56,260,3
"XP_020632531.1"," ","LOC110069360",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.073102,"helicase required for RNAi-mediated heterochromatin assembly 1-like, transcript variant X2",42.96,2,2649,356,808,102,350,3
"XP_020618184.1"," ","LOC110056088",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001560.1",0.073393,"endoribonuclease Dicer-like",41.95,1,19739,5562,5957,395,NA,14
"XP_020622984.1"," ","LOC110060537",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001779.1",0.073394,"protein AMN1 homolog",37,1,6987,417,2573,1718,438,3
"XP_020607690.1"," ","LOC110046338",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001056.1",0.074446,"uncharacterized skeletal organic matrix protein 5-like",40.36,1,2701,885,1922,886,151,4
"XP_020606828.1"," ","LOC110045569",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001010.1",0.076782,"uridine diphosphate glucose pyrophosphatase-like, transcript variant X2",36.92,2,5257,786,2177,40,1352,4
"XP_020607597.1"," ","LOC110046248",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001054.1",0.07815,"PC-esterase domain-containing protein 1A-like",38.47,1,6137,2121,6137,550,3466,1
"XP_020605053.1"," ","LOC110043887",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000874.1",0.081737,"uncharacterized LOC110043887, transcript variant X3",38.86,4,21314,895,2178,174,1110,5
"XP_020601306.1"," ","LOC110040413",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000538.1",0.082198,"H/ACA ribonucleoprotein complex subunit 1-like",36.81,1,6200,639,1325,147,539,7
"XP_020614471.1"," ","LOC110052666",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001350.1",0.082744,"uncharacterized LOC110052666, transcript variant X1",36.63,2,5324,492,1392,69,724,6
"XP_020603163.1"," ","LOC110042152",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000834.1",0.084712,"zinc finger RNA-binding protein-like",39.25,1,17844,2946,3662,50,666,16
"XP_020606472.1"," ","LOC110045215",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000984.1",0.085219,"nose resistant to fluoxetine protein 6-like",37.94,1,14128,1737,4231,1778,716,13
"XP_020623943.1"," ","LOC110061443",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001831.1",0.091024,"N-acylethanolamine-hydrolyzing acid amidase-like",41.07,1,2077,555,2077,1274,248,1
"XP_020622127.1"," ","LOC110059743",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000700.1",0.091969,"stimulator of interferon genes protein-like, transcript variant X1",39.36,3,15107,1108,2123,538,477,3
"XP_020604411.1"," ","LOC110043307",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000857.1",0.09233,"glycerophosphodiester phosphodiesterase domain-containing protein 1-like",36.6,1,4341,714,910,97,99,8
"XP_020627169.1"," ","LOC110064456",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000256.1",0.093453,"uncharacterized LOC110064456",39.34,1,9582,2811,3864,NA,1053,7
"XP_020600662.1"," ","LOC110039851",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000514.1",0.09628,"NFX1-type zinc finger-containing protein 1-like, transcript variant X2",42.27,3,31848,5175,7208,951,1082,6
"XP_020600947.1"," ","LOC110040101",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000528.1",0.097017,"galectin-3-binding protein A-like",39.23,1,21545,513,1596,NA,1083,3
"XP_020601021.1"," ","LOC110040168",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000530.1",0.097241,"uncharacterized LOC110040168",39.38,1,26071,1833,7820,5404,583,2
"XP_020615569.1"," ","LOC110053653",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001399.1",0.098165,"EGF-like repeat and discoidin I-like domain-containing protein 3, transcript variant X1",37.73,2,5248,1294,1738,213,230,7
"XP_020610645.1"," ","LOC110049205",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001238.1",0.09868,"rho guanine nucleotide exchange factor 7-like",37.67,1,6313,726,976,250,NA,8
"XP_020622192.1"," ","LOC110059809",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001739.1",0.098814,"flap endonuclease 1-like",37.01,1,23434,1221,3809,75,2513,17
"XP_020605693.1"," ","LOC110044480",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000951.1",0.100301,"lactadherin-like",40.6,1,23934,1377,1861,279,205,6
"XP_020630752.1"," ","LOC110067768",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000411.1",0.100856,"uncharacterized LOC110067768",40.16,1,3451,423,2001,1250,328,2
"XP_020610495.1"," ","LOC110049067",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001220.1",0.101065,"uncharacterized LOC110049067",42.41,1,13065,3510,4237,237,490,9
"XP_020624164.1"," ","LOC110061654",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001841.1",0.101366,"GTP-binding protein 1-like",38.75,1,11150,1851,2379,132,264,13
"XP_020631010.1"," ","LOC110067992",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000420.1",0.101836,"E3 ubiquitin-protein ligase RING2-like",37.02,1,8717,1041,1934,100,793,13
"XP_020606156.1"," ","LOC110044923",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",0.10216,"dnaJ homolog subfamily B member 6-like",39.37,1,22986,672,1745,268,805,9
"XP_020605126.1"," ","LOC110043962",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000881.1",0.104447,"uncharacterized LOC110043962",42.03,1,1480,471,662,44,147,3
"XP_020630812.1"," ","LOC110067816",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000411.1",0.107745,"uncharacterized LOC110067816",38.34,1,8893,1896,3705,238,1571,5
"XP_020606683.1"," ","LOC110045422",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.113462,"BTB and MATH domain-containing protein 36-like",39.75,1,1575,600,1575,277,698,1
"XP_020617015.1"," ","LOC110054974",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000657.1",0.114048,"solute carrier family 23 member 2-like, transcript variant X1",38.61,2,5812,1356,2448,581,464,8
"XP_020619331.1"," ","LOC110057108",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001599.1",0.114689,"beta-3 adrenergic receptor-like",41.8,1,933,933,933,NA,NA,1
"XP_020600930.1"," ","LOC110040083",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000523.1",0.115358,"flavin reductase (NADPH)-like, transcript variant X1",38.09,2,3555,603,1235,158,474,4
"XP_020606671.1"," ","LOC110045413",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.117897,"BTB and MATH domain-containing protein 36-like",38.72,1,483,483,483,NA,NA,1
"XP_020618648.1"," ","LOC110056499",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001581.1",0.119455,"uncharacterized LOC110056499, transcript variant X3",42.71,4,10284,2427,3952,209,949,6
"XP_020621520.1"," ","LOC110059163",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000685.1",0.119773,"cell wall protein RBR3-like",37.53,1,4819,903,1846,34,454,6
"XP_020621213.1"," ","LOC110058892",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001677.1",0.119961,"B9 domain-containing protein 1-like",36.5,1,9786,663,1337,89,585,6
"XP_020614790.1"," ","LOC110052939",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001353.1",0.12011,"uncharacterized LOC110052939",40.98,1,5700,1170,1238,50,18,8
"XP_020609416.1"," ","LOC110047998",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001147.1",0.121412,"heterogeneous nuclear ribonucleoprotein U-like protein 1",42.98,1,10837,2724,4627,90,1813,7
"XP_020619252.1"," ","LOC110057017",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001592.1",0.123275,"RNA-binding protein 45-like, transcript variant X2",38.72,2,8797,1479,3270,77,2172,2
"XP_020607741.1"," ","LOC110046391",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001065.1",0.124397,"probable splicing factor 3B subunit 5",36.38,1,3900,426,961,59,238,6
"XP_020628714.1"," ","LOC110065887",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000338.1",0.127474,"transmembrane 9 superfamily member 3-like",37.05,1,19841,1752,2941,113,1076,16
"XP_020603164.1"," ","LOC110042153",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000834.1",0.127815,"uncharacterized LOC110042153",41.84,1,21023,3900,4041,NA,141,14
"XP_020615994.1"," ","LOC110054004",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001423.1",0.128821,"ribosome biogenesis regulatory protein homolog",36.2,1,9872,1029,1606,25,552,14
"XP_020612969.1"," ","LOC110051279",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001314.1",0.130309,"uncharacterized LOC110051279",42.42,1,1445,747,1445,353,345,1
"XP_020606684.1"," ","LOC110045423",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.130487,"BTB and MATH domain-containing protein 36-like",38.1,1,1912,726,1912,519,667,1
"XP_020608118.1"," ","LOC110046753",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001084.1",0.131445,"RNA-binding protein MEX3B-like",40.53,1,2793,1533,2692,119,1040,2
"XP_020629894.1"," ","LOC110066967",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000711.1",0.13351,"ras association domain-containing protein 2-like, transcript variant X3",37.45,5,29834,1201,2332,980,96,12
"XP_020611618.1"," ","LOC110050091",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001279.1",0.13434,"collagen alpha-1(XXI) chain-like",41.73,1,3245,951,1662,NA,711,5
"XP_020611830.1"," ","LOC110050265",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001289.1",0.134427,"major facilitator superfamily domain-containing protein 1-like",40.56,1,22534,1572,2749,68,1109,18
"XP_020632584.1"," ","LOC110069397",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.136595,"uncharacterized LOC110069397",40.41,1,19491,2091,3584,654,185,12
"XP_020604970.1"," ","LOC110043804",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000867.1",0.13813,"uncharacterized LOC110043804",42.8,1,5518,3981,4050,69,NA,3
"XP_020610498.1"," ","LOC110049069",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001220.1",0.143744,"P-selectin-like",40.34,1,5101,1026,1026,NA,NA,5
"XP_020627894.1"," ","LOC110065136",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000284.1",0.144943,"uncharacterized LOC110065136, transcript variant X2",39.11,2,22342,1011,1713,159,543,4
"XP_020607766.1"," ","LOC110046421",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001067.1",0.145192,"ABC transporter B family member 1-like",36.74,1,21813,2064,2603,171,197,14
