"ProteinID","contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLog10","fc_dir","Description","GeneSymbol","UniprotID"
"FUN_000114-T1","CFR - MK",0.634466929774494,17.9002956424445,0.104802164883193,0.917735583414284,0.964961693137573,-4.88018588297562,0.0372824290444072,"none","Pre-mRNA-splicing factor RBM22, partial [Acropora cervicornis]","LGI1","Q08BI9"
"FUN_000115-T1","CFR - MK",18.2829653508361,10.1462052836591,3.7822837233892,0.00144299221025142,0.225642588154854,-2.86243615408055,2.84073601336524,"pos","Calcium uptake protein 1 [Acropora cervicornis]","MICU1","B1H2N3"
"FUN_000116-T1","CFR - MK",0.186188728410777,16.0739544146907,0.0310550750445926,0.975580285827918,0.99145844048672,-4.88250225120412,0.0107369843347895,"none","Pre-mRNA-splicing factor RBM22, partial [Acropora cervicornis]","LGI1","Q4R4J1"
"FUN_000117-T1","CFR - MK",-0.519187171997487,24.3643372502542,-0.524795848216191,0.606370570250301,0.789219156311534,-4.81979792229968,0.21726188502781,"none","S-adenosylmethionine synthase-like [Orbicella faveolata]","SRML2","Q3THS6"
"FUN_000118-T1","CFR - MK",1.35416575536993,21.8971083522569,0.817163515978973,0.424921254518746,0.672965943203384,-4.73276832015607,0.371691545000523,"none","MOB kinase activator 3A [Acropora cervicornis]","MOB3A","Q7L9L4"
"FUN_000120-T1","CFR - MK",0.892033825232808,23.8530581048811,0.855340227554416,0.40402750603194,0.663663190718356,-4.71888636089746,0.393589067287288,"none","Heterogeneous nuclear ribonucleoprotein F [Acropora cervicornis]","HNRNPF","Q5E9J1"
"FUN_000123-T1","CFR - MK",1.41993870502873,24.7478089444805,1.5264053930592,0.144943234136766,0.622369111102879,-4.39485990735308,0.838802052441771,"none","Caspase-7 [Acropora cervicornis]","CASP7","F1NV61"
"FUN_000132-T1","CFR - MK",-5.13359775479605,18.1692517389714,-1.07343754352905,0.297787318517817,0.625370061001683,-4.62932211257639,0.526093800925693,"none","hypothetical protein P5673_007535 [Acropora cervicornis]",NA,"Q5VV43"
"FUN_000133-T1","CFR - MK",-2.41628815520798,15.7491424522219,-0.448502397962047,0.659344856261824,0.823137455509804,-4.83661210611537,0.180887377518366,"none","Protein Hikeshi [Acropora cervicornis]","HIKESHI","A4IGP0"
"FUN_000141-T1","CFR - MK",2.24324244593233,13.0195711117324,0.347732492208358,0.732226596436819,0.867489982701391,-4.85490612364731,0.135354500425847,"none","hypothetical protein P5673_007312 [Acropora cervicornis]",NA,"Q9Y0H4"
"FUN_000143-T1","CFR - MK",-0.868124537878331,5.50901584030421,-0.158696887555451,0.875741409464554,0.94389102144964,-4.87690620230654,0.0576241141763442,"none","Myosin-VIIa [Acropora cervicornis]","MYO7A","P97479"
"FUN_000146-T1","CFR - MK",-7.42028366344171,21.9500650514703,-1.50146085277064,0.170987481357005,0.622369111102879,-4.42720673534929,0.767035684792596,"none","hypothetical protein P5673_007308 [Acropora cervicornis]",NA,"P76482"
"FUN_000149-T1","CFR - MK",4.18755555428888,18.7956683497521,1.02123750655551,0.321180075317717,0.631488403137144,-4.65229153879067,0.493251404389519,"none","RUN and FYVE domain-containing protein 2 [Acropora cervicornis]","RUFY2","Q8WXA3"
"FUN_000150-T1","CFR - MK",2.14377417936625,7.88774182464982,0.377697956540476,0.710238560498182,0.856424978701144,-4.84993689282858,0.148595752539943,"none","Phosphatidylinositol 3 [Acropora cervicornis]","A12M3","O54857"
"FUN_000152-T1","CFR - MK",7.75645907557527,5.1546738660524,1.58566420523085,0.130883209772424,0.622369111102879,-4.3601558586567,0.883116062928874,"none","group XIIA secretory phospholipase A2-like isoform X2 [Montipora capricornis]","PLA2G12A","Q9EPR2"
"FUN_000157-T1","CFR - MK",-2.09871308522466,12.532626960287,-0.292886580424366,0.773084995320691,0.89137243755711,-4.86295848581835,0.111772755797683,"none","hypothetical protein P5673_011037 [Acropora cervicornis]",NA,"Q8AY50"
"FUN_000160-T1","CFR - MK",12.9639931585203,7.62771266372081,2.47764801036689,0.0237899216488538,0.469168703798678,-3.76902195826524,1.62360698829172,"pos","NF-kB [Acropora cervicornis]","REL","Q04861"
"FUN_000162-T1","CFR - MK",6.32366736312344,10.5925631768992,0.997470776612601,0.332253482846921,0.63485309792874,-4.66243841057672,0.478530457869741,"none","Rap guanine nucleotide exchange factor 2 [Acropora cervicornis]","RAPGEF2","F1M386"
"FUN_000170-T1","CFR - MK",9.65113784414783,9.48982776623323,1.65298895954368,0.116323650024985,0.622369111102879,-4.31978217387111,0.934331978898728,"none","GDH/6PGL endoplasmic bifunctional protein [Acropora cervicornis]","H6PD","O95479"
"FUN_000175-T1","CFR - MK",2.42308664044763,1.0769273957545,0.890550472099685,0.385360803557895,0.657455743707431,-4.70559398323407,0.414132461097826,"none","GDH/6PGL endoplasmic bifunctional protein [Acropora cervicornis]","H6PD","O95479"
"FUN_000177-T1","CFR - MK",-6.78450370733068,24.5922303999322,-1.12537839808313,0.296570003611815,0.625052140568405,-4.60527639278981,0.527872777531039,"none","Beta-hexosaminidase subunit beta [Acropora cervicornis]","HEXB","P20060"
"FUN_000179-T1","CFR - MK",1.67461569613737,21.660170724882,0.880772490528133,0.390486277637537,0.65991507288531,-4.70933190329695,0.408394223376974,"none","Leucine-rich repeat protein soc-2-like protein [Acropora cervicornis]","PRELP","A7SFP1"
"FUN_000181-T1","CFR - MK",-4.12976641240595,18.9577686091556,-0.867041501336944,0.397759613001383,0.66151967783203,-4.71452061405288,0.400379315583314,"none","hypothetical protein P5673_007264 [Acropora cervicornis]",NA,"A4WJG1"
"FUN_000184-T1","CFR - MK",0.623956373249239,25.6818393282744,0.954173103400224,0.353110079850348,0.641860189283378,-4.68041178455678,0.45208988492656,"none","26S proteasome regulatory subunit 6A [Acropora cervicornis]","TRAPPC6A","O88685"
"FUN_000186-T1","CFR - MK",6.52974888554392,7.00731512149388,1.06792704249998,0.300196810499454,0.625895959202547,-4.63179060365716,0.522593926316086,"none","Polyamine oxidase 1 [Acropora cervicornis]","ACOX1","Q75EB9"
"FUN_000187-T1","CFR - MK",6.34494166943912,7.05067569919526,1.03101117783384,0.31670324524827,0.630461587844126,-4.64806184689351,0.499347486403285,"none","Polyamine oxidase 1 [Acropora cervicornis]","ACOX1","O64411"
"FUN_000188-T1","CFR - MK",7.73177725117105,3.43634544496491,1.88452427314496,0.0763708251622477,0.600468617986067,-4.17418242212142,1.1170725169596,"none","Polyamine oxidase 1 [Acropora cervicornis]","ACOX1","O64411"
"FUN_000189-T1","CFR - MK",6.93670647064381,7.08812022742523,1.12833436247344,0.27454955186318,0.622369111102879,-4.60417915598458,0.561379260836437,"none","Polyamine oxidase 1 [Acropora cervicornis]","ACOX1","O64411"
"FUN_000192-T1","CFR - MK",-0.140705555410992,22.5892770026905,-0.101373368780115,0.920417117214122,0.966192975523314,-4.8803492545654,0.0360153132514244,"none","protein DD3-3-like isoform X2 [Acropora millepora]","ATP6V1A2","Q58A42"
"FUN_000195-T1","CFR - MK",12.8651645451828,5.71785090897014,2.8622942708825,0.0106357473791696,0.404536320366082,-3.49591880926222,1.97323198660331,"pos","hypothetical protein P5673_007452 [Acropora cervicornis]",NA,"Q2TBA3"
"FUN_000201-T1","CFR - MK",13.5020957486576,9.32993143920587,2.67628087894882,0.0157546467235177,0.424910065925284,-3.62819519874562,1.8025913308427,"pos","Oxysterol-binding protein-related protein 11 [Acropora cervicornis]","MED20","Q9BXB4"
"FUN_000202-T1","CFR - MK",5.91014736025395,2.62673216011287,1.3675931591467,0.188905726692345,0.622369111102879,-4.48364819017297,0.723754876206348,"none","Oxysterol-binding protein-related protein 11 [Acropora cervicornis]","MED20","D3YXG0"
"FUN_000203-T1","CFR - MK",-3.23588087515909,19.4594328440981,-0.869878218252744,0.396249753187282,0.661208092747465,-4.71345446475274,0.402030995283807,"none","Oxysterol-binding protein-related protein 11 [Acropora cervicornis]","MED20","D3YXG0"
"FUN_000209-T1","CFR - MK",-1.01709790033371,18.9795124377932,-0.163463017853255,0.872292315072386,0.943760077942118,-4.8765081971646,0.0593379536577928,"none","Beta-hexosaminidase subunit beta [Acropora cervicornis]","HEXB","Q0V8R6"
"FUN_000210-T1","CFR - MK",1.81010416643991,16.1740884429494,0.301126734375614,0.766899030845928,0.888019539194643,-4.86183517628969,0.115261811061417,"none","PREDICTED: heterogeneous nuclear ribonucleoprotein 27C-like isoform X1 [Acropora digitifera]","HNRNPA0","G5EFS2"
"FUN_000211-T1","CFR - MK",-4.78538461749245,17.5281486092511,-0.97770244469666,0.341666345590131,0.637000728416734,-4.67072715428708,0.466397797450328,"none","Metal cation symporter ZIP14 [Acropora cervicornis]","SLC39A14","A0A0G2KQY6"
"FUN_000214-T1","CFR - MK",12.4573577046359,8.90819233589608,2.25666984075193,0.0372073729079214,0.522087725091863,-3.92370259512374,1.42937099302257,"pos","Nuclear pore membrane glycoprotein 210 [Acropora cervicornis]","RNU6-210P","Q8TEM1"
"FUN_000219-T1","CFR - MK",-0.77759664157244,15.9808919320512,-0.129670369804533,0.898319608616517,0.954465507844547,-4.8788387628984,0.0465691203890893,"none","Protein XRP2 [Acropora cervicornis]","GPRASP1","F1QC45"
"FUN_000221-T1","CFR - MK",1.22871392680425,14.3479425836113,0.203218397900359,0.84133006267763,0.925846109508515,-4.87319007476065,0.0750335924563833,"none","putative GTP-binding protein 6, partial [Acropora cervicornis]","GTPBP6","Q6DCC6"
"FUN_000222-T1","CFR - MK",0.792323528261399,24.3101104397966,0.84837512140012,0.407788818279508,0.666429435915217,-4.72146046319091,0.389564686910223,"none","V-type proton ATPase subunit C-like [Acropora millepora]","EIF3CL","Q9U5N1"
"FUN_000227-T1","CFR - MK",5.23922042588328,4.02854131081051,1.22905392628797,0.235470845164028,0.622369111102879,-4.55553236969485,0.628062857402223,"none","hypothetical protein P5673_009447 [Acropora cervicornis]",NA,"Q86Y13"
"FUN_000231-T1","CFR - MK",1.82786634226789,23.7094047797918,1.66025621236824,0.114837992413455,0.622369111102879,-4.31536667547207,0.939914408402802,"none","26S protease regulatory subunit 6B isoform X1 [Lates japonicus]","RFX1","P43686"
"FUN_000233-T1","CFR - MK",-3.67792546207693,23.3471778407876,-1.19435571732583,0.264615592062593,0.622369111102879,-4.57435173744279,0.577384569267036,"none","hypothetical protein P5673_009383 [Acropora cervicornis]",NA,"Q5F2N2"
"FUN_000235-T1","CFR - MK",7.90343959325341,5.52669846015064,1.72576630144343,0.102164623252912,0.622369111102879,-4.27508348083535,0.99069946218359,"none","Arsenite methyltransferase [Acropora cervicornis]","METTL3","A8G8B8"
"FUN_000236-T1","CFR - MK",-4.52927601130745,19.651223641848,-0.999600501395446,0.331250371963829,0.63485309792874,-4.66153720978356,0.479843625381935,"none","Eukaryotic translation initiation factor 3 subunit F [Acropora cervicornis]","EIF3FP3","A5A6I3"
"FUN_000238-T1","CFR - MK",0.351864065299754,24.5196250008394,0.415783328375799,0.682669005088313,0.839223122842648,-4.84304469547137,0.1657898147764,"none","Eukaryotic translation initiation factor 3 subunit F [Acropora cervicornis]","EIF3FP3","O00303"
"FUN_000239-T1","CFR - MK",-6.05912519596412,21.8727734070205,-1.18528889267084,0.26952927268235,0.622369111102879,-4.57861233755987,0.569394060629251,"none","ZP domain-containing protein [Acropora cervicornis]","VWC2L","G8HTB6"
"FUN_000241-T1","CFR - MK",-7.52558594885334,26.6781737010299,-1.15668595591205,0.284376793145358,0.623798534972546,-4.59159964301196,0.546105847534887,"none","Fibronectin type III domain-containing protein [Acropora cervicornis]","FNDC1","B8VIW9"
"FUN_000242-T1","CFR - MK",-6.54158452003953,23.2825355716968,-1.15158948045281,0.286118404197312,0.623798534972546,-4.59383339029965,0.543454205863852,"none","ZP domain-containing protein [Acropora cervicornis]","VWC2L","G8HTB6"
"FUN_000243-T1","CFR - MK",3.02685258468011,11.8790484239504,0.3749566570761,0.712640834712423,0.857526541593092,-4.85026925986641,0.147129295958939,"none","ZP domain-containing protein-like [Acropora muricata]","MLPL1","G8HTB6"
"FUN_000244-T1","CFR - MK",0.433366922141477,26.1735917482056,0.607492212204035,0.551398074267159,0.752943318493749,-4.79875309962308,0.258534754981436,"none","Succinate--CoA ligase [ADP-forming] subunit beta [Acropora cervicornis]","SUCLA2","Q9YI37"
"FUN_000246-T1","CFR - MK",-5.64002157799446,20.9915477464911,-1.27810769111819,0.225529592805342,0.622369111102879,-4.53284649180184,0.646796464212443,"none","Chordin-like protein 1 [Acropora cervicornis]","MAPK1IP1L","Q9BU40"
"FUN_000249-T1","CFR - MK",1.22363534260839,23.642390702037,1.22628822036795,0.236483728454201,0.622369111102879,-4.55691020854659,0.626198736049473,"none","26S proteasome non-ATPase regulatory subunit 1 [Pocillopora verrucosa]","PSMD1","Q3TXS7"
"FUN_000256-T1","CFR - MK",-5.93581327707242,22.4599037285058,-1.0854667069128,0.311590065247755,0.62821406645513,-4.62250808229879,0.506416397844345,"none","uncharacterized protein [Acropora muricata]","GPRASP1","Q8GW72"
"FUN_000257-T1","CFR - MK",18.7148087213115,11.7497438702535,3.49014492217024,0.00273552754667713,0.325354093765901,-3.05749989389525,2.5629589075326,"pos","PREDICTED: propionyl-CoA carboxylase beta chain, mitochondrial-like [Acropora digitifera]","PCCB","P79384"
"FUN_000261-T1","CFR - MK",-4.18438319424931,20.3687184378888,-0.975698159687263,0.342630980573469,0.637503872376395,-4.67155981321255,0.465173370839857,"none","Phospholipid scramblase 3 [Acropora cervicornis]","PLSCR3","Q9JIZ9"
"FUN_000267-T1","CFR - MK",6.93050608164409,11.2944500049666,1.13802570691461,0.270590814613159,0.622369111102879,-4.59963795066962,0.567686949905898,"none","hypothetical protein P5673_009150 [Acropora cervicornis]",NA,"O75223"
"FUN_000274-T1","CFR - MK",-4.35956579702067,17.0198445064516,-0.884865402164022,0.388335368334265,0.659483611241086,-4.70777160619368,0.410793053510346,"none","hypothetical protein P5673_009148, partial [Acropora cervicornis]",NA,"Q7XUU0"
"FUN_000281-T1","CFR - MK",-3.21366185970137,17.5691818597149,-0.621880536772383,0.542111763261811,0.74642474129378,-4.79479714065449,0.265911168878294,"none","hypothetical protein P5673_009186 [Acropora cervicornis]",NA,"Q9ERN0"
"FUN_000287-T1","CFR - MK",-9.19605304401379,10.5204404751261,-1.59697385232136,0.128334736764636,0.622369111102879,-4.35344225556831,0.891655775867232,"none","prenylated Rab acceptor protein 1-like [Acropora muricata]","RABAC1","Q9Z0S9"
"FUN_000305-T1","CFR - MK",1.61034491622073,24.639036086921,1.80447394842193,0.0885554204168114,0.611116010612387,-4.22560618313395,1.05278485079165,"none","coatomer subunit delta-like [Acropora millepora]","DLK1","P53619"
"FUN_000309-T1","CFR - MK",-3.88201391932824,20.3978344310184,-0.885821289701431,0.38852054077945,0.659483611241086,-4.70720078482876,0.410586015443894,"none","Roundabout-like protein 2, partial [Acropora cervicornis]","LGI1","P13590"
"FUN_000312-T1","CFR - MK",-2.17818019865924,26.7688978829582,-1.24020774216391,0.252781886960128,0.622369111102879,-4.5540506748218,0.597254048566443,"none","Roundabout-like protein 1 [Acropora cervicornis]","MAPK1IP1L","G8HTB6"
"FUN_000313-T1","CFR - MK",-4.94264642910994,26.704307826843,-1.24208814606509,0.253175188863831,0.622369111102879,-4.5533823831576,0.596578857373094,"none","Neural cell adhesion molecule 1 [Acropora cervicornis]","NCAM1","P13595"
"FUN_000314-T1","CFR - MK",-6.13086930612794,20.337031329812,-1.4813199083209,0.156465325871187,0.622369111102879,-4.42071084959129,0.805581891032972,"none","Neural cell adhesion molecule 1 [Acropora cervicornis]","NCAM1","P13590"
"FUN_000318-T1","CFR - MK",6.25289786100203,18.3901512380599,1.3322958962763,0.200009429860791,0.622369111102879,-4.50248215052712,0.698949528136201,"none","putative oxidoreductase YvaG [Acropora cervicornis]","FOXRED1","O32229"
"FUN_000319-T1","CFR - MK",-5.42222169132681,18.511368253507,-1.15113919029034,0.265302204961,0.622369111102879,-4.59344501909393,0.576259140524962,"none","putative oxidoreductase YvaG [Acropora cervicornis]","FOXRED1","P46527"
"FUN_000321-T1","CFR - MK",0.187447797174777,23.6883702333572,0.1851174510776,0.855284993128266,0.932438593555957,-4.87481055997504,0.0678891480559493,"none","Prefoldin subunit 2 [Acropora cervicornis]","EIF2S2P2","Q9UHV9"
"FUN_000328-T1","CFR - MK",6.51979334444458,18.6458824228887,1.39076529625655,0.181888993807587,0.622369111102879,-4.4710991016059,0.740193579514013,"none","Signal recognition particle receptor subunit alpha [Acropora cervicornis]","RN7SL1","Q9DBG7"
"FUN_000331-T1","CFR - MK",-0.309509086344427,23.4105609713761,-0.251723290620857,0.804214244071032,0.907486800241817,-4.86810953864796,0.0946282390338226,"none","PREDICTED: upstream stimulatory factor 1-like isoform X2 [Acropora digitifera]","EEF1A1L14","Q63665"
"FUN_000334-T1","CFR - MK",-0.411001379355774,24.9999277119007,-0.355312764442459,0.727160744707663,0.8648595968404,-4.85351313687502,0.138369574253927,"none","Hypoxia up-regulated protein 1 [Acropora cervicornis]","HYOU1","Q63617"
"FUN_000334-T2","CFR - MK",0.115229215092771,18.3190797371757,0.018969671451595,0.98508188052665,0.995085171245187,-4.88264209197736,0.00652766921511476,"none","Hypoxia up-regulated protein 1 [Acropora cervicornis]","HYOU1","Q63617"
"FUN_000340-T1","CFR - MK",0.812120843742065,22.4011657104495,0.565917580478634,0.578700881528459,0.771018084155893,-4.80969555846977,0.237545856080114,"none","Nuclear cap-binding protein subunit 2 [Acropora cervicornis]","NCBP2","B1WC40"
"FUN_000342-T1","CFR - MK",1.03351635493728,20.2258758084266,0.369045351633066,0.716561775813995,0.85989708298755,-4.85141291712022,0.144746362505128,"none","Histone deacetylase complex subunit SAP130 [Acropora cervicornis]","HDAC1","Q9H0E3"
"FUN_000343-T1","CFR - MK",13.2642423404075,13.7266901202245,2.29004497292929,0.0348069306611247,0.505929901993919,-3.90054417902417,1.45833427190985,"pos","Multidrug resistance-associated protein 1 [Acropora cervicornis]","ABCC1","Q5F364"
"FUN_000344-T1","CFR - MK",2.71768550937616,25.3924354914699,3.4249527066962,0.0031542004130909,0.351874567187702,-3.10197354124425,2.50111071572041,"pos","Sodium/potassium-transporting ATPase subunit alpha-1 [Acropora cervicornis]","ATP1A1","P18907"
"FUN_000345-T1","CFR - MK",13.0456751160845,15.2992420849163,2.43280922740174,0.0260768687360911,0.476134459193741,-3.80063161745729,1.58374455911651,"pos","Sodium/potassium-transporting ATPase subunit alpha-1 [Acropora cervicornis]","ATP1A1","Q08DA1"
"FUN_000346-T1","CFR - MK",1.90020424905462,26.2382519236645,2.42900598114635,0.0262800764894356,0.476134459193741,-3.80330845926792,1.58037337507529,"pos","Sodium/potassium-transporting ATPase subunit alpha [Acropora cervicornis]","ATP1A1","P13607"
"FUN_000347-T1","CFR - MK",1.14828035567978,21.1854331564306,0.542468839637588,0.594399930367096,0.782525694515514,-4.81554463915751,0.225921250124311,"none","tektin-1-like [Acropora muricata]","TEKTL1","Q9TTW3"
"FUN_000349-T1","CFR - MK",6.9972901923197,10.8054762901283,1.09730821653292,0.287512258801263,0.624068085123078,-4.61851162162622,0.541343633352639,"none","Multidrug resistance-associated protein 1 [Acropora cervicornis]","ABCC1","Q5F364"
"FUN_000350-T1","CFR - MK",4.57801305277238,2.03467246789883,1.25044789385519,0.227748365324468,0.622369111102879,-4.54479628119998,0.642544731514617,"none","multidrug resistance-associated protein 1-like isoform X1 [Acropora muricata]","SLC11A1","Q5F364"
"FUN_000352-T1","CFR - MK",-5.5203144980883,16.862811992759,-1.13135135567108,0.273312574934222,0.622369111102879,-4.60276869984394,0.563340386240353,"none","GA-binding protein alpha chain [Acropora cervicornis]","MAP1LC3A","D1ZJC1"
"FUN_000371-T1","CFR - MK",7.50516495458185,5.1663840839868,1.53806926852674,0.142080177664605,0.622369111102879,-4.38809316060312,0.847466508500234,"none","hypothetical protein P5673_009310 [Acropora cervicornis]",NA,"Q223D2"
"FUN_000375-T1","CFR - MK",0.853219806824603,14.8527480257437,0.142536995738674,0.888299066868443,0.950317662485044,-4.87802994279476,0.0514407941041407,"none","Mediator of RNA polymerase II transcription subunit 15 [Acropora cervicornis]","POLR2A","Q7ZVN7"
"FUN_000380-T1","CFR - MK",2.41319899821038,1.0725328880935,0.888143431162378,0.38661837116128,0.658393512525335,-4.70651745136111,0.412717513203462,"none","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Acropora millepora]","TNFAIP7","Q6GZQ0"
