"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020625171.1"," ","LOC110062583",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001908.1",0.378192,"myotubularin-related protein 13-like, transcript variant X1",39.18,2,24901,5872,8286,82,2331,39
"XP_020600893.1"," ","LOC110040044",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000516.1",0.381082,"MIP18 family protein FAM96A-like",34.8,1,8773,513,2173,172,1488,6
"XP_020628959.1"," ","LOC110066098",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000709.1",0.387439,"ADP-ribosylation factor-like protein 6-interacting protein 4",37.4,1,3997,681,1622,162,779,5
"XP_020608166.1"," ","LOC110046794",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001085.1",0.430603,"Down syndrome cell adhesion molecule homolog",37.19,1,18446,1017,1484,467,NA,5
"XP_020615019.1"," ","LOC110053160",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001376.1",0.456812,"uncharacterized LOC110053160, transcript variant X4",39.77,4,8862,1064,3663,1188,726,8
"XP_020621251.1"," ","LOC110058924",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001678.1",0.496476,"carboxylesterase 5A-like, transcript variant X2",40.24,2,13247,1725,3157,1244,188,7
"XP_020606260.1"," ","LOC110045017",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000957.1",0.497334,"AT-rich interactive domain-containing protein 2-like, transcript variant X1",38.69,3,25238,5596,6906,275,1035,23
"XP_020601643.1"," ","LOC110040718",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000732.1",0.50956,"uncharacterized LOC110040718",37.57,1,4307,630,1398,179,589,6
"XP_020614867.1"," ","LOC110053019",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001367.1",0.531793,"endoglucanase 4-like",42.76,1,4843,2421,2692,68,134,4
"XP_020608882.1"," ","LOC110047470",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001125.1",0.658617,"potassium channel subfamily K member 15-like",40.4,1,4126,933,2407,749,725,2
"XP_020631916.1"," ","LOC110068844",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000041.1",0.67738,"uncharacterized LOC110068844",41.14,1,31178,2379,3027,87,474,11
"XP_020626695.1"," ","LOC110064035",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000241.1",0.689488,"dual specificity tyrosine-phosphorylation-regulated kinase 2-like",42.5,1,2419,1737,2419,132,550,1
"XP_020601439.1"," ","LOC110040540",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000554.1",0.778388,"uncharacterized LOC110040540",38.41,1,30050,3765,4059,147,NA,26
"XP_020602292.1"," ","LOC110041355",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000783.1",0.794807,"uncharacterized LOC110041355",40.38,1,8329,1059,1729,155,515,3
"XP_020629030.1"," ","LOC110066166",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000353.1",0.842152,"uncharacterized LOC110066166",41.52,1,8717,4032,4792,NA,760,7
"XP_020618063.1"," ","LOC110055966",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001550.1",0.899384,"uncharacterized LOC110055966",37.96,1,21920,2223,3057,341,493,11
"XP_020618912.1"," ","LOC110056738",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",0.915938,"uncharacterized LOC110056738, transcript variant X2",42.02,3,15126,3149,3795,397,249,8
"XP_020608752.1"," ","LOC110047351",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001117.1",0.934324,"rhamnose-binding lectin-like",38.64,1,2677,678,882,51,102,5
"XP_020608548.1"," ","LOC110047146",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001107.1",0.942555,"uncharacterized LOC110047146",41.68,1,5849,2790,4767,NA,1977,3
"XP_020618014.1"," ","LOC110055925",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001550.1",0.967778,"uncharacterized LOC110055925, transcript variant X1",41.16,2,5351,890,1890,136,865,4
"XP_020608748.1"," ","LOC110047349",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001117.1",1.064494,"cell wall integrity and stress response component 2-like, transcript variant X2",39.88,2,50437,460,992,52,480,4
"XP_020616607.1"," ","LOC110054600",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001441.1",1.066005,"EF-hand calcium-binding domain-containing protein 6-like",38.87,1,24174,4128,5248,740,380,31
"XP_020628701.1"," ","LOC110065876",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000338.1",1.09613,"uncharacterized LOC110065876",39.61,1,21964,2868,3319,177,97,25
"XP_020630180.1"," ","LOC110067219",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000390.1",1.138961,"GFP-like fluorescent chromoprotein cFP484",37.77,1,2645,555,1143,381,207,3
"XP_020620928.1"," ","LOC110058617",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001662.1",1.153663,"uncharacterized LOC110058617",39.84,1,3474,1284,3068,NA,1784,2
"XP_020622311.1"," ","LOC110059938",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001743.1",1.157148,"uncharacterized LOC110059938",41.03,1,3756,825,1559,571,163,4
"XP_020608052.1"," ","LOC110046706",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001084.1",1.212143,"uncharacterized LOC110046706, transcript variant X3",40.03,3,5366,1494,2314,67,663,3
"XP_020606451.1"," ","LOC110045193",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000970.1",1.256189,"uncharacterized LOC110045193",40.11,1,1683,789,1683,10,884,1
"XP_020632153.1"," ","LOC110069047",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000457.1",1.319086,"uncharacterized LOC110069047",40.22,1,7918,1128,2124,764,232,7
"XP_020622298.1"," ","LOC110059924",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001743.1",1.323421,"ectin-like",38.66,1,3976,819,1395,NA,576,5
"XP_020618767.1"," ","LOC110056598",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",1.382595,"uncharacterized LOC110056598, transcript variant X2",39.22,2,22544,2886,3368,107,375,15
"XP_020616232.1"," ","LOC110054220",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",1.511126,"uncharacterized LOC110054220",39.2,1,3450,390,876,92,394,2
"XP_020631150.1"," ","LOC110068118",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000421.1",1.530099,"zinc metalloproteinase nas-4-like, transcript variant X3",39.48,3,20483,1028,2671,1400,122,9
"XP_020605962.1"," ","LOC110044731",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",1.690206,"uncharacterized LOC110044731",40.53,1,2729,426,518,77,15,2
"XP_020614215.1"," ","LOC110052424",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",1.821281,"uncharacterized LOC110052424",40.67,1,17956,1209,1867,206,452,6
"XP_020606097.1"," ","LOC110044860",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",2.167649,"uncharacterized LOC110044860",39.56,1,10394,858,1315,NA,457,5
"XP_020626319.1"," ","LOC110063660",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000224.1",2.209614,"uncharacterized protein DDB_G0267764-like, transcript variant X2",37.15,2,7039,804,2973,348,1325,8
"XP_020631458.1"," ","LOC110068422",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",2.49141,"hemicentin-1-like",40.17,1,2731,636,833,NA,197,4
"XP_020618785.1"," ","LOC110056612",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",2.703938,"ribonuclease Oy-like, transcript variant X1",41.07,2,8096,820,978,28,130,10
"XP_020631635.1"," ","LOC110068582",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",2.882805,"ras-related protein Rab-3-like, transcript variant X2",35.49,2,10901,753,3555,15,2787,3
"XP_020613564.1"," ","LOC110051831",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",3.627413,"collagen alpha-1(XII) chain-like",40.3,1,4739,777,1934,548,609,3
