"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020607717.1"," ","LOC110046366",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001064.1",0.065368,"MICAL-like protein 2, transcript variant X1",36.6,3,9350,525,2362,422,1364,5
"XP_020620099.1"," ","LOC110057834",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000672.1",0.068226,"uncharacterized LOC110057834",40.14,1,13690,3390,4095,118,470,3
"XP_020632595.1"," ","LOC110069409",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.071065,"uncharacterized LOC110069409",37.27,1,1827,321,637,56,260,3
"XP_020615324.1"," ","LOC110053442",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001390.1",0.074106,"uncharacterized LOC110053442",36.4,1,3046,456,697,189,52,2
"XP_020619760.1"," ","LOC110057510",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001626.1",0.075847,"baculoviral IAP repeat-containing protein 2-like",37.21,1,3569,648,3172,NA,2524,2
"XP_020605053.1"," ","LOC110043887",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000874.1",0.081737,"uncharacterized LOC110043887, transcript variant X3",38.86,4,21314,895,2178,174,1110,5
"XP_020602304.1"," ","LOC110041367",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000783.1",0.082425,"tachylectin-2-like",38.8,1,16887,783,1097,52,210,3
"XP_020606472.1"," ","LOC110045215",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000984.1",0.085219,"nose resistant to fluoxetine protein 6-like",37.94,1,14128,1737,4231,1778,716,13
"XP_020604411.1"," ","LOC110043307",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000857.1",0.09233,"glycerophosphodiester phosphodiesterase domain-containing protein 1-like",36.6,1,4341,714,910,97,99,8
"XP_020605508.1"," ","LOC110044309",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000914.1",0.096526,"uncharacterized LOC110044309",42.11,1,52505,1431,2689,1170,88,7
"XP_020600947.1"," ","LOC110040101",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000528.1",0.097017,"galectin-3-binding protein A-like",39.23,1,21545,513,1596,NA,1083,3
"XP_020615569.1"," ","LOC110053653",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001399.1",0.098165,"EGF-like repeat and discoidin I-like domain-containing protein 3, transcript variant X1",37.73,2,5248,1294,1738,213,230,7
"XP_020624833.1"," ","LOC110062303",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001886.1",0.099044,"ganglioside GM2 activator-like",38.06,1,11426,522,1750,1179,49,4
"XP_020606156.1"," ","LOC110044923",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",0.10216,"dnaJ homolog subfamily B member 6-like",39.37,1,22986,672,1745,268,805,9
"XP_020622887.1"," ","LOC110060447",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000167.1",0.109399,"uncharacterized LOC110060447",39.45,1,5024,591,1888,102,1092,4
"XP_020629536.1"," ","LOC110066649",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000372.1",0.112294,"uncharacterized LOC110066649",39.92,1,4897,1365,3136,482,806,3
"XP_020606683.1"," ","LOC110045422",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.113462,"BTB and MATH domain-containing protein 36-like",39.75,1,1575,600,1575,277,698,1
"XP_020619331.1"," ","LOC110057108",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001599.1",0.114689,"beta-3 adrenergic receptor-like",41.8,1,933,933,933,NA,NA,1
"XP_020606671.1"," ","LOC110045413",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.117897,"BTB and MATH domain-containing protein 36-like",38.72,1,483,483,483,NA,NA,1
"XP_020621520.1"," ","LOC110059163",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000685.1",0.119773,"cell wall protein RBR3-like",37.53,1,4819,903,1846,34,454,6
"XP_020611989.1"," ","LOC110050417",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001291.1",0.123583,"probable prolyl 4-hydroxylase 10",36.06,1,11190,891,3063,41,2090,4
"XP_020600917.1"," ","LOC110040072",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000519.1",0.123653,"peroxidasin homolog",38.48,1,35236,1365,1407,NA,42,9
"XP_020603164.1"," ","LOC110042153",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000834.1",0.127815,"uncharacterized LOC110042153",41.84,1,21023,3900,4041,NA,141,14
"XP_020615086.1"," ","LOC110053217",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001380.1",0.128322,"inositol monophosphatase 1-like",38.64,1,10468,855,2869,53,1961,8
"XP_020606684.1"," ","LOC110045423",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001009.1",0.130487,"BTB and MATH domain-containing protein 36-like",38.1,1,1912,726,1912,519,667,1
"XP_020620374.1"," ","LOC110058123",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000679.1",0.144378,"multidrug resistance-associated protein 4-like",40.09,1,12185,3735,3735,NA,NA,7
"XP_020632802.1"," ","LOC110069622",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000044.1",0.145716,"protein mab-21-like 3",44.54,1,1989,1125,1664,391,148,2
"XP_020622281.1"," ","LOC110059904",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000702.1",0.151232,"probable phospholipid-transporting ATPase IF, transcript variant X2",37.47,2,42578,3358,5053,158,1536,39
"XP_020624364.1"," ","LOC110061847",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001855.1",0.152265,"sodium bicarbonate cotransporter 3-like, transcript variant X1",38.3,2,21122,3690,4285,345,250,17
"XP_020609051.1"," ","LOC110047634",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000057.1",0.157244,"steroid 17-alpha-hydroxylase/17,20 lyase-like",40.6,1,4589,1269,1891,NA,622,2
"XP_020623139.1"," ","LOC110060693",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001798.1",0.157905,"multifunctional methyltransferase subunit TRM112-like protein At1g22270",37.34,1,3661,378,1770,68,1324,4
"XP_020608278.1"," ","LOC110046901",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001100.1",0.163996,"matrix metalloproteinase-19-like, transcript variant X2",37.62,2,10945,1030,1571,246,294,8
"XP_020605328.1"," ","LOC110044144",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000898.1",0.165404,"uncharacterized LOC110044144",39.9,1,2098,483,691,41,167,3
"XP_020605330.1"," ","LOC110044147",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000898.1",0.17296,"uncharacterized LOC110044147",36.39,1,2248,492,653,41,120,3
"XP_020608159.1"," ","LOC110046788",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001085.1",0.173266,"AP-3 complex subunit delta-1-like, transcript variant X1",39.76,2,3687,282,2177,915,1056,3
"XP_020616696.1"," ","LOC110054681",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000656.1",0.189991,"uncharacterized LOC110054681",36.72,1,2117,750,839,89,NA,4
"XP_020614574.1"," ","LOC110052720",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000570.1",0.198625,"solute carrier family 25 member 40-like",36.19,1,14994,1092,1868,77,699,11
"XP_020604584.1"," ","LOC110043474",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000595.1",0.20156,"uncharacterized LOC110043474",41.96,1,23187,10740,11023,270,13,23
"XP_020602970.1"," ","LOC110041992",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000080.1",0.206124,"UBX domain-containing protein 7-like",37.69,1,24136,2424,2906,230,252,17
"XP_020620975.1"," ","LOC110058658",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000682.1",0.212886,"uncharacterized LOC110058658",40.51,1,1797,642,1797,866,289,1
"XP_020624076.1"," ","LOC110061582",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001835.1",0.217617,"transient receptor potential cation channel subfamily A member 1-like",40.2,1,12517,3525,5054,84,1445,10
"XP_020604449.1"," ","LOC110043344",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000859.1",0.221812,"beta-1,3-galactosyltransferase 5-like",39.4,1,2183,1095,2183,266,822,1
"XP_020622605.1"," ","LOC110060188",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000703.1",0.222097,"collagen triple helix repeat-containing protein 1-like",42.67,1,2693,675,865,75,115,3
"XP_020630924.1"," ","LOC110067918",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000413.1",0.225818,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like",37.76,1,2680,1236,2680,91,1353,1
"XP_020632681.1"," ","LOC110069496",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000482.1",0.22632,"F-box/WD repeat-containing protein 7-like",39.9,1,9509,1440,2996,51,1505,12
"XP_020626494.1"," ","LOC110063838",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000237.1",0.226585,"cytochrome P450 3A2-like",44.78,1,4920,1488,4128,77,2563,2
"XP_020612420.1"," ","LOC110050796",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001301.1",0.228171,"axin interactor, dorsalization-associated protein-like",38.1,1,6019,603,1275,NA,672,7
"XP_020630934.1"," ","LOC110067926",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000413.1",0.228538,"proteasome subunit beta type-2-like",37.42,1,2222,396,635,58,181,3
"XP_020628422.1"," ","LOC110065609",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000322.1",0.234671,"polyamine oxidase 1-like",42.36,1,2681,1446,1659,1,212,3
"XP_020627558.1"," ","LOC110064798",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000269.1",0.235781,"bactericidal permeability-increasing protein-like",39.05,1,5341,1119,1586,45,422,11
"XP_020620020.1"," ","LOC110057770",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001641.1",0.238654,"probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog",36.06,1,7489,1011,1474,81,382,13
"XP_020603885.1"," ","LOC110042845",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000847.1",0.240577,"SUMO-conjugating enzyme UBC9-like",39.4,1,9617,504,812,24,284,7
"XP_020616966.1"," ","LOC110054932",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001464.1",0.241709,"thrombospondin-type laminin G domain and EAR repeat-containing protein-like, transcript variant X2",40.09,3,11261,1479,2821,496,846,12
"XP_020625253.1"," ","LOC110062650",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000018.1",0.245387,"protein white-like",39.95,1,14958,2010,2470,86,374,19
"XP_020613088.1"," ","LOC110051391",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001318.1",0.24542,"calmodulin-like",40.79,1,6469,450,638,96,92,6
"XP_020605291.1"," ","LOC110044113",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000895.1",0.248675,"E3 ubiquitin-protein ligase NEDD4-like, transcript variant X2",36.38,3,12086,748,999,94,158,9
"XP_020621935.1"," ","LOC110059561",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001705.1",0.25351,"probable glycosyltransferase STELLO1",38.52,1,6431,1440,1625,24,161,2
"XP_020615457.1"," ","LOC110053551",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",0.255898,"anionic trypsin-2-like",43.97,1,1103,552,552,NA,NA,2
"XP_020602933.1"," ","LOC110041948",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000587.1",0.281678,"EGF-like repeat and discoidin I-like domain-containing protein 3",39.69,1,6744,945,1265,224,96,6
"XP_020608184.1"," ","LOC110046813",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001085.1",0.282663,"receptor-type tyrosine-protein phosphatase S-like, transcript variant X3",36.65,4,49332,1774,2434,471,189,6
"XP_020613090.1"," ","LOC110051393",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001318.1",0.286063,"calmodulin",40.03,1,9281,693,1046,85,268,6
"XP_020613445.1"," ","LOC110051717",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000636.1",0.289389,"COP9 signalosome complex subunit 3-like, transcript variant X2",37.89,4,156356,637,3261,140,1769,5
"XP_020609150.1"," ","LOC110047745",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001128.1",0.290997,"cholesterol 24-hydroxylase-like",38.35,1,18423,1170,2083,81,832,12
"XP_020602476.1"," ","LOC110041526",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000797.1",0.298815,"uncharacterized LOC110041526",41.06,1,9783,768,774,6,NA,3
"XP_020622954.1"," ","LOC110060511",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001773.1",0.299556,"enkurin domain-containing protein 1-like",39.19,1,5184,1017,1810,233,560,7
"XP_020618805.1"," ","LOC110056631",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",0.303192,"mitochondrial ornithine transporter 1-like",36.8,1,11774,1629,3135,543,963,10
"XP_020613574.1"," ","LOC110051840",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",0.303487,"carbonic anhydrase 12-like",41.3,1,1976,336,1207,127,744,2
"XP_020613573.1"," ","LOC110051839",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",0.307604,"carbonic anhydrase 2-like",39.06,1,13375,963,2186,54,1114,8
"XP_020602000.1"," ","LOC110041071",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000776.1",0.308096,"sodium/potassium-transporting ATPase subunit alpha-3-like, transcript variant X4",38.3,4,37174,2933,3619,87,578,20
"XP_020616781.1"," ","LOC110054763",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001452.1",0.315743,"multidrug resistance-associated protein 4-like",40.81,1,20779,3123,3161,38,NA,8
"XP_020620998.1"," ","LOC110058687",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001662.1",0.31923,"uncharacterized skeletal organic matrix protein 2-like",39.53,1,6351,483,1144,83,578,3
"XP_020629302.1"," ","LOC110066414",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000364.1",0.324071,"UPF0676 protein C1494.01-like, transcript variant X2",37.72,2,9004,752,2208,1216,86,7
"XP_020605840.1"," ","LOC110044618",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000954.1",0.328337,"acetolactate synthase-like protein",36.49,1,10195,2022,3045,NA,1023,19
"XP_020626607.1"," ","LOC110063950",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000069.1",0.337169,"transient receptor potential cation channel subfamily A member 1 homolog",39.64,1,29899,3594,4426,85,662,21
"XP_020616156.1"," ","LOC110054162",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",0.339456,"protein prune homolog",37.02,1,6947,1110,2826,1383,333,5
"XP_020619505.1"," ","LOC110057253",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000664.1",0.341397,"calumenin-like",37.73,1,3159,1023,1464,200,241,5
"XP_020615077.1"," ","LOC110053214",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001380.1",0.347873,"protein CBFA2T1-like, transcript variant X3",37.95,4,24841,1726,3292,306,1260,11
"XP_020616062.1"," ","LOC110054070",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001431.1",0.352744,"(S)-coclaurine N-methyltransferase-like",40.26,1,4133,1041,1222,NA,181,5
"XP_020631004.1"," ","LOC110067983",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000418.1",0.354854,"uncharacterized LOC110067983",39.26,1,5949,1119,3077,370,1588,2
"XP_020627777.1"," ","LOC110065018",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000280.1",0.360291,"acyl-CoA dehydrogenase family member 11-like, transcript variant X2",40.56,2,43186,1092,1520,82,345,9
"XP_020632851.1"," ","LOC110069663",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000495.1",0.361621,"uncharacterized LOC110069663, transcript variant X2",39.6,2,21699,2176,3082,62,843,18
"XP_020611026.1"," ","LOC110049563",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001247.1",0.362545,"WD repeat-containing protein 36-like",39.65,1,25181,3486,3548,62,NA,27
"XP_020627031.1"," ","LOC110064330",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000242.1",0.37196,"uncharacterized LOC110064330",42.22,1,1426,549,1426,381,496,1
"XP_020616276.1"," ","LOC110054253",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001433.1",0.372731,"cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial-like, transcript variant X3",37.72,3,26512,693,1482,346,222,10
"XP_020632632.1"," ","LOC110069450",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000476.1",0.374581,"integumentary mucin C.1-like, transcript variant X1",40.74,2,2862,464,1968,542,962,4
"XP_020607897.1"," ","LOC110046544",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001073.1",0.374882,"multidrug resistance-associated protein 4-like",41.86,1,10384,4137,5075,445,493,7
"XP_020604755.1"," ","LOC110043617",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000865.1",0.380305,"transmembrane and TPR repeat-containing protein 2-like",36.04,1,21875,2589,4070,68,1413,16
"XP_020628959.1"," ","LOC110066098",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000709.1",0.387439,"ADP-ribosylation factor-like protein 6-interacting protein 4",37.4,1,3997,681,1622,162,779,5
"XP_020622113.1"," ","LOC110059732",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001712.1",0.399396,"E3 ubiquitin-protein ligase MIB1-like",39.49,1,44187,4458,5034,281,295,24
"XP_020618453.1"," ","LOC110056327",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000664.1",0.400449,"ubiquitin carboxyl-terminal hydrolase 32-like",38.01,1,21199,5007,6849,104,1738,35
"XP_020618470.1"," ","LOC110056346",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001572.1",0.402438,"zinc finger FYVE domain-containing protein 21-like",37.31,1,4669,672,1795,170,953,7
"XP_020606749.1"," ","LOC110045485",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001010.1",0.402915,"ribonucleoside-diphosphate reductase subunit M2 B-like",36.09,1,3779,1140,1619,90,389,10
"XP_020609233.1"," ","LOC110047832",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001132.1",0.404024,"ADP-ribosylation factor-like protein 5B",35.05,1,5243,393,1780,130,1257,7
"XP_020627611.1"," ","LOC110064848",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000270.1",0.40571,"uncharacterized LOC110064848",38.76,1,2131,474,2131,NA,1657,1
"XP_020601625.1"," ","LOC110040692",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000730.1",0.413655,"tubulin--tyrosine ligase-like protein 12",39.01,1,6150,2520,4307,14,1773,3
"XP_020614733.1"," ","LOC110052880",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000646.1",0.430133,"sacsin-like",44.29,1,18774,12657,12657,NA,NA,6
"XP_020608166.1"," ","LOC110046794",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001085.1",0.430603,"Down syndrome cell adhesion molecule homolog",37.19,1,18446,1017,1484,467,NA,5
"XP_020623906.1"," ","LOC110061410",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001828.1",0.439575,"daple-like protein",42.48,1,1589,1014,1589,156,419,1
"XP_020627927.1"," ","LOC110065165",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000284.1",0.444852,"40S ribosomal protein SA-like",38.9,1,1833,594,594,NA,NA,4
"XP_020629679.1"," ","LOC110066778",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000372.1",0.446772,"L-gulono-1,4-lactone dehydrogenase-like",43.94,1,23988,1791,2241,156,139,7
"XP_020607385.1"," ","LOC110046057",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001027.1",0.447704,"eukaryotic translation initiation factor 3 subunit B-like",36.65,1,8603,495,742,31,216,3
